amtsave,brand,breadcrumbs,country,desc,discount,domain,gallery,image,insertedon,list_price,model,name,other_sellers,payment_methods_supported,productcode,selling_price,specifications,type,uniq_id,url,weight
37,"",Books | Literature & Fiction | General | QUESTIONS ARE THE ANSWERS (Punjabi),IN,"{""Description""=>{""Product Code""=>""9788186775141_20447"", ""Author""=>""ALLAN PEASE"", ""Publisher""=>""MANJUL PUBLISHING HOUSE"", ""ISBN-10""=>""8186775145"", ""ISBN-13""=>""9788186775141"", ""Binding""=>""Others"", ""Languages""=>""Others"", ""ISBN 13""=>""9788186775141""}, ""Shipping Details""=>{""Estimated Arrival""=>""5 - 8 days"", ""Return Policy""=>""Seller will accept returns within a 15 days from date of delivery of the item""}}",30%%,https://catalog.paytm.com,"",https://assetscdn.paytm.com/images/catalog/product/9/97/9788186775141_20447/0x1920/70/0.jpg,2016-05-18 08:01:18 +0000,125,439730,Questions Are The Answers,"[{""name"":""Tapyourbook.com"",""id"":20038,""offer_text"":null,""offer_price"":88,""totalScore"":-88,""product_id"":1037007,""url"":""https://catalog.paytm.com/v1/p/questions-are-the-answers-punjabi-FBEB_BOOKS_9788186775141_20038"",""seourl"":""https://catalog.paytm.com/v1/p/questions-are-the-answers-punjabi-FBEB_BOOKS_9788186775141_20038"",""exist"":true,""applied"":false},{""name"":""BOOK BAZAAR"",""id"":20040,""offer_text"":null,""offer_price"":96,""totalScore"":-96,""product_id"":6852280,""url"":""https://catalog.paytm.com/v1/p/questions-are-the-answers-punjabi-9788186775141_20040"",""seourl"":""https://catalog.paytm.com/v1/p/questions-are-the-answers-punjabi-9788186775141_20040"",""exist"":true,""applied"":false},{""name"":""Book Place"",""id"":191287,""offer_text"":null,""offer_price"":99,""totalScore"":-99,""product_id"":38892289,""url"":""https://catalog.paytm.com/v1/p/questions-are-the-answers-punjabi-9788186775141_191287"",""seourl"":""https://catalog.paytm.com/v1/p/questions-are-the-answers-punjabi-9788186775141_191287"",""exist"":true,""applied"":false}]","[""Cash On Delivery"", ""Credit Card"", ""Debit Card"", ""Net Banking"", ""Payment Protection Insurance"", ""EMI""]",1991038,88,"{""specifications""=>{""binding""=>""Others"", ""languages""=>""Others"", ""isbn_13""=>""9788186775141"", ""publisher_name""=>""MANJUL PUBLISHING HOUSE""}}",Bestseller Books,d31e6f90ae0e437434fbcdad9480ff65,https://paytm.com/shop/p/questions-are-the-answers-9788186775141_20447,500
100,Vintage,Books | Literature & Fiction | General | Palace Council,IN,"{""Description""=>{""Brand""=>""Vintage"", ""Product Code""=>""9780099527022_27296"", ""ISBN-10""=>""99527022"", ""Authored By""=>""Stephen L Carter"", ""Language""=>""English"", ""Publication Year""=>""2009"", ""Publisher Name""=>""Random House"", ""No. Of Pages""=>""528"", ""Imprint""=>""Vintage"", ""Binding""=>""Paperback"", ""Languages""=>""English"", ""ISBN 13""=>""9780099527022""}, ""Shipping Details""=>{""Estimated Arrival""=>""7 - 10 days"", ""Return Policy""=>""Seller will accept returns within a 15 days from date of delivery of the item""}}",20%%,https://catalog.paytm.com,"",https://assetscdn.paytm.com/images/catalog/product/9/97/9780099527022_27296/0x1920/70/0.jpg,2016-05-18 08:01:18 +0000,499,3393,Palace Council,"","[""Cash On Delivery"", ""Credit Card"", ""Debit Card"", ""Net Banking"", ""Payment Protection Insurance"", ""EMI""]",6363160,399,"{""specifications""=>{""binding""=>""Paperback"", ""languages""=>""English"", ""publication_year""=>""2009"", ""isbn_13""=>""9780099527022"", ""publisher_name""=>""Vintage""}}",Bestseller Books,f14ba3dfeddaef44339d78bf7f60652c,https://paytm.com/shop/p/palace-council-9780099527022_27296,358
30,"",Books | Literature & Fiction | Literature | Love Story,IN,"{""Description""=>{""Product Code""=>""9781444776966_20567"", ""ISBN-13""=>""9781444776966"", ""ISBN-10""=>""1444776967"", ""Authored By""=>""Erich Segal"", ""Publication Year""=>""2006"", ""Publisher Name""=>""Hodder & Stoughton"", ""No. Of Pages""=>""216"", ""Weight""=>""220 gm"", ""Binding""=>""Others"", ""Languages""=>""English"", ""ISBN 13""=>""9781444776966""}, ""Shipping Details""=>{""Estimated Arrival""=>""5 - 8 days"", ""Return Policy""=>""Seller will accept returns within a 15 days from date of delivery of the item""}}",15%%,https://catalog.paytm.com,"",https://assetscdn.paytm.com/images/catalog/product/9/97/9781444776966_20567/0x1920/70/20.jpg,2016-05-18 08:01:18 +0000,199,439730,Love Story,"","[""Credit Card"", ""Debit Card"", ""Net Banking"", ""Payment Protection Insurance"", ""EMI""]",2427360,169,"{""specifications""=>{""binding""=>""Others"", ""languages""=>""English"", ""publication_year""=>""2006"", ""isbn_13""=>""9781444776966"", ""browse_by_author""=>""Erich Segal"", ""publisher_name""=>""Hodder & Stoughton""}}",Bestseller Books,70db15de2463b797afb259812d23c873,https://paytm.com/shop/p/love-story-9781444776966_20567,312
63,PENGUIN USA,Books | Literature & Fiction | Others | Strangers in Death,IN,"{""Description""=>{""Brand""=>""PENGUIN USA"", ""Product Code""=>""9780425222898_44120"", ""Author""=>""J. D., Robb"", ""Publisher""=>""PENGUIN USA"", ""Publication Year""=>""2008"", ""Number Of Pages""=>""373"", ""ISBN-10""=>""425222896"", ""Binding""=>""Paperback"", ""Languages""=>""English"", ""ISBN 13""=>""9780425222898""}, ""Shipping Details""=>{""Estimated Arrival""=>""23 - 26 days"", ""Return Policy""=>""Seller will accept returns within  7 days from date of delivery of the item only in the case of damaged, defective or wrong products received. Order once placed , will not be cancelled.""}}",14%%,https://catalog.paytm.com,"",https://assetscdn.paytm.com/images/catalog/product/9/97/9780425222898_44120/0x1920/70/0.jpg,2016-05-18 08:01:18 +0000,462,6220,Strangers In Death,"","[""Credit Card"", ""Debit Card"", ""Net Banking"", ""Payment Protection Insurance"", ""EMI""]",13611658,399,"{""specifications""=>{""binding""=>""Paperback"", ""languages""=>""English"", ""publication_year""=>""2008"", ""isbn_13""=>""9780425222898"", ""publisher_name""=>""PENGUIN USA""}}",Bestseller Books,00c248d062af923a10a1c81839447091,https://paytm.com/shop/p/strangers-in-death-9780425222898_44120,500
52,Ebury Press,Books | Literature & Fiction | Romance | Love . . . Not for Sale!,IN,"{""Description""=>{""Brand""=>""Ebury Press"", ""Product Code""=>""9788184006728_32027"", ""ISBN-13""=>""9788184006728"", ""ISBN-10""=>""8184006721"", ""Authored By""=>""Anurag Garg"", ""Language""=>""English"", ""Publication Year""=>""2015"", ""Publisher Name""=>""Ebury Press "", ""No. Of Pages""=>""208"", ""Weight""=>""500 gm"", ""Binding""=>""Paperback"", ""Languages""=>""English""}, ""Shipping Details""=>{""Estimated Arrival""=>""6 - 9 days"", ""Return Policy""=>""Seller will accept returns within a 15 days from date of delivery of the item""}}",30%%,https://catalog.paytm.com,"",https://assetscdn.paytm.com/images/catalog/product/9/97/9788184006728_32027/0x1920/70/0.jpg,2016-05-18 08:01:18 +0000,175,4760,Love . . . Not for Sale!,"[{""name"":""Tapyourbook.com"",""id"":20038,""offer_text"":null,""offer_price"":123,""totalScore"":-123,""product_id"":16451017,""url"":""https://catalog.paytm.com/v1/p/love-not-for-sale-9788184006728_20038"",""seourl"":""https://catalog.paytm.com/v1/p/love-not-for-sale-9788184006728_20038"",""exist"":true,""applied"":false},{""name"":""BookNow"",""id"":20567,""offer_text"":null,""offer_price"":138,""totalScore"":-138,""product_id"":29546382,""url"":""https://catalog.paytm.com/v1/p/love-not-for-sale-9788184006728_20567"",""seourl"":""https://catalog.paytm.com/v1/p/love-not-for-sale-9788184006728_20567"",""exist"":true,""applied"":false},{""name"":""Onebuy.in"",""id"":23843,""offer_text"":null,""offer_price"":140,""totalScore"":-140,""product_id"":45906537,""url"":""https://catalog.paytm.com/v1/p/love-not-for-sale-9788184006728_23843"",""seourl"":""https://catalog.paytm.com/v1/p/love-not-for-sale-9788184006728_23843"",""exist"":true,""applied"":false},{""name"":""Sagar Enterprises"",""id"":27296,""offer_text"":null,""offer_price"":140,""totalScore"":-140,""product_id"":20862632,""url"":""https://catalog.paytm.com/v1/p/love-not-for-sale-9788184006728_27296"",""seourl"":""https://catalog.paytm.com/v1/p/love-not-for-sale-9788184006728_27296"",""exist"":true,""applied"":false},{""name"":""comma365 "",""id"":21057,""offer_text"":null,""offer_price"":144,""totalScore"":-144,""product_id"":16451120,""url"":""https://catalog.paytm.com/v1/p/love-not-for-sale-9788184006728_21057"",""seourl"":""https://catalog.paytm.com/v1/p/love-not-for-sale-9788184006728_21057"",""exist"":true,""applied"":false},{""name"":""Aarohi Online Book Shop"",""id"":188121,""offer_text"":null,""offer_price"":175,""totalScore"":-175,""product_id"":41585343,""url"":""https://catalog.paytm.com/v1/p/love-not-for-sale-AOBS-207_188121"",""seourl"":""https://catalog.paytm.com/v1/p/love-not-for-sale-AOBS-207_188121"",""exist"":true,""applied"":false}]","[""Credit Card"", ""Debit Card"", ""Net Banking"", ""Payment Protection Insurance"", ""EMI""]",23520061,123,"{""specifications""=>{""binding""=>""Paperback"", ""languages""=>""English"", ""publication_year""=>""2015"", ""publisher_name""=>""Ebury Press""}}",Bestseller Books,79cc0a8c9037c4e83acab47a5e54785a,https://paytm.com/shop/p/love-not-for-sale-9788184006728_32027,500
0,Harper Collins Publishers India,Books | Literature & Fiction | Romance | Castelli's Virgin Widow,IN,"{""Description""=>{""Brand""=>""Harper Collins Publishers India"", ""Product Code""=>""9789351069669_225808"", ""ISBN-13""=>""9789351069669"", ""ISBN-10""=>""9351069664"", ""Authored By""=>""Caitlin Crews"", ""Publication Year""=>""2016"", ""Publisher Name""=>""Harper Collins India"", ""No. Of Pages""=>""192"", ""Weight""=>""500 gm"", ""Binding""=>""Paperback"", ""Languages""=>""English"", ""Imprint""=>""Mills & Boon""}, ""Shipping Details""=>{""Estimated Arrival""=>""5 - 8 days"", ""Return Policy""=>""Seller will accept returns within a 15 days from date of delivery of the item""}}",0%%,https://catalog.paytm.com,"",https://assetscdn.paytm.com/images/catalog/product/9/97/9789351069669_225808/0x1920/70/0.jpg,2016-05-18 08:01:18 +0000,150,5789,Castelli's Virgin Widow,"","[""Credit Card"", ""Debit Card"", ""Net Banking"", ""Payment Protection Insurance"", ""EMI""]",48755163,150,"{""specifications""=>{""binding""=>""Paperback"", ""languages""=>""English"", ""publication_year""=>""2016"", ""publisher_name""=>""Harper Collins India"", ""imprint""=>""Mills & Boon""}}",Bestseller Books,0aa93184f672016736ad0c80e14197ad,https://paytm.com/shop/p/castelli-s-virgin-widow-9789351069669_225808,500
128,Vintage,Books | Literature & Fiction | Mystery | The Target,IN,"{""Description""=>{""Brand""=>""Vintage"", ""Product Code""=>""9781447225355_20038"", ""ISBN-10""=>""144722535X"", ""Authored By""=>""Baldacci, David"", ""Language""=>""English"", ""Edition""=>""1"", ""Publication Year""=>""2014"", ""Publisher Name""=>""Pan Macmillan"", ""No. Of Pages""=>""400"", ""Imprint""=>""Pan"", ""Weight""=>""416 gm"", ""Binding""=>""Paperback"", ""Languages""=>""English"", ""ISBN 13""=>""9781447225355""}, ""Shipping Details""=>{""Estimated Arrival""=>""11 - 14 days"", ""Return Policy""=>""Seller will accept returns within a 15 days from date of delivery of the item""}}",32%%,https://catalog.paytm.com,"",https://assetscdn.paytm.com/images/catalog/product/9/97/9781447225355_20038/0x1920/70/6.jpg,2016-05-18 08:01:18 +0000,399,3393,The Target,"[{""name"":""Crosswords BookStores Limited"",""id"":56252,""offer_text"":null,""offer_price"":287,""totalScore"":-287,""product_id"":18184713,""url"":""https://catalog.paytm.com/v1/p/the-target-9781447225355_56252"",""seourl"":""https://catalog.paytm.com/v1/p/the-target-9781447225355_56252"",""exist"":true,""applied"":false},{""name"":""Onebuy.in"",""id"":23843,""offer_text"":null,""offer_price"":299,""totalScore"":-299,""product_id"":9488239,""url"":""https://catalog.paytm.com/v1/p/the-target-9781447225355_23843"",""seourl"":""https://catalog.paytm.com/v1/p/the-target-9781447225355_23843"",""exist"":true,""applied"":false},{""name"":""Bookcentre"",""id"":30212,""offer_text"":null,""offer_price"":300,""totalScore"":-300,""product_id"":7110952,""url"":""https://catalog.paytm.com/v1/p/the-target-9781447225355_30212"",""seourl"":""https://catalog.paytm.com/v1/p/the-target-9781447225355_30212"",""exist"":true,""applied"":false},{""name"":""BOOK BAZAAR"",""id"":20040,""offer_text"":null,""offer_price"":303,""totalScore"":-303,""product_id"":7120909,""url"":""https://catalog.paytm.com/v1/p/the-target-9781447225355_20040"",""seourl"":""https://catalog.paytm.com/v1/p/the-target-9781447225355_20040"",""exist"":true,""applied"":false},{""name"":""Book Place"",""id"":191287,""offer_text"":null,""offer_price"":311,""totalScore"":-311,""product_id"":38793741,""url"":""https://catalog.paytm.com/v1/p/the-target-9781447225355_191287"",""seourl"":""https://catalog.paytm.com/v1/p/the-target-9781447225355_191287"",""exist"":true,""applied"":false},{""name"":""comma365 "",""id"":21057,""offer_text"":null,""offer_price"":319,""totalScore"":-319,""product_id"":30213910,""url"":""https://catalog.paytm.com/v1/p/the-target-9781447225355_21057"",""seourl"":""https://catalog.paytm.com/v1/p/the-target-9781447225355_21057"",""exist"":true,""applied"":false},{""name"":""Sagar Enterprises"",""id"":27296,""offer_text"":null,""offer_price"":319,""totalScore"":-319,""product_id"":7187304,""url"":""https://catalog.paytm.com/v1/p/the-target-9781447225355_27296"",""seourl"":""https://catalog.paytm.com/v1/p/the-target-9781447225355_27296"",""exist"":true,""applied"":false},{""name"":""Prism Books Pvt Ltd"",""id"":27858,""offer_text"":null,""offer_price"":319,""totalScore"":-319,""product_id"":7370030,""url"":""https://catalog.paytm.com/v1/p/the-target-9781447225355_27858"",""seourl"":""https://catalog.paytm.com/v1/p/the-target-9781447225355_27858"",""exist"":true,""applied"":false},{""name"":""SHIKSHACARE"",""id"":56774,""offer_text"":null,""offer_price"":319,""totalScore"":-319,""product_id"":11141079,""url"":""https://catalog.paytm.com/v1/p/the-target-9781447225355_56774"",""seourl"":""https://catalog.paytm.com/v1/p/the-target-9781447225355_56774"",""exist"":true,""applied"":false},{""name"":""Print Pedia"",""id"":20442,""offer_text"":null,""offer_price"":323,""totalScore"":-323,""product_id"":22518735,""url"":""https://catalog.paytm.com/v1/p/the-target-9781447225355_20442"",""seourl"":""https://catalog.paytm.com/v1/p/the-target-9781447225355_20442"",""exist"":true,""applied"":false},{""name"":""BOOKSMANDI"",""id"":27017,""offer_text"":null,""offer_price"":339,""totalScore"":-339,""product_id"":9822041,""url"":""https://catalog.paytm.com/v1/p/the-target-9781447225355_27017"",""seourl"":""https://catalog.paytm.com/v1/p/the-target-9781447225355_27017"",""exist"":true,""applied"":false},{""name"":""Ananya Books"",""id"":85576,""offer_text"":null,""offer_price"":343,""totalScore"":-343,""product_id"":20706059,""url"":""https://catalog.paytm.com/v1/p/the-target-pb-9781447225355_85576"",""seourl"":""https://catalog.paytm.com/v1/p/the-target-pb-9781447225355_85576"",""exist"":true,""applied"":false},{""name"":""Starmark "",""id"":20822,""offer_text"":null,""offer_price"":359,""totalScore"":-359,""product_id"":7353460,""url"":""https://catalog.paytm.com/v1/p/the-target-9781447225355_20822"",""seourl"":""https://catalog.paytm.com/v1/p/the-target-9781447225355_20822"",""exist"":true,""applied"":false},{""name"":""R.SONS BOOK DISTRIBUTORS"",""id"":154876,""offer_text"":null,""offer_price"":369,""totalScore"":-369,""product_id"":32878595,""url"":""https://catalog.paytm.com/v1/p/the-target-9781447225355_154876"",""seourl"":""https://catalog.paytm.com/v1/p/the-target-9781447225355_154876"",""exist"":true,""applied"":false},{""name"":""All I Need"",""id"":124132,""offer_text"":null,""offer_price"":399,""totalScore"":-399,""product_id"":33119883,""url"":""https://catalog.paytm.com/v1/p/the-target-9781447225355_124132"",""seourl"":""https://catalog.paytm.com/v1/p/the-target-9781447225355_124132"",""exist"":true,""applied"":false}]","[""Cash On Delivery"", ""Credit Card"", ""Debit Card"", ""Net Banking"", ""Payment Protection Insurance"", ""EMI""]",6310998,271,"{""specifications""=>{""binding""=>""Paperback"", ""languages""=>""English"", ""publication_year""=>""2014"", ""isbn_13""=>""9781447225355"", ""publisher_name""=>""Vintage""}}",Bestseller Books,fc2fc9dbf759b52f513ccabc289ea8b6,https://paytm.com/shop/p/the-target-9781447225355_20038,416
90,Pan Macmillan UK,Books | Literature & Fiction | Literature | Dead Tomorrow,IN,"{""Description""=>{""Brand""=>""Pan Macmillan UK"", ""Product Code""=>""9780330456777_46338"", ""ISBN-13""=>""9780330456777"", ""ISBN-10""=>""330456695"", ""Authored By""=>""Jill Marshall"", ""Language""=>""English"", ""Edition""=>""1"", ""Publication Year""=>""2009"", ""Publisher Name""=>""Pan Macmillan U.K"", ""No. Of Pages""=>""500"", ""Binding""=>""Paperback"", ""Languages""=>""English""}, ""Shipping Details""=>{""Estimated Arrival""=>""4 - 7 days"", ""Return Policy""=>""Seller will accept returns within a 15 days from date of delivery of the item""}}",30%%,https://catalog.paytm.com,"",https://assetscdn.paytm.com/images/catalog/product/9/97/9780330456777_46338/0x1920/70/0.jpg,2016-05-18 08:01:18 +0000,299,126178,Dead Tomorrow,"[{""name"":""Book Idiots"",""id"":193994,""offer_text"":null,""offer_price"":249,""totalScore"":-249,""product_id"":46781474,""url"":""https://catalog.paytm.com/v1/p/dead-tomorrow-9780330456777_193994"",""seourl"":""https://catalog.paytm.com/v1/p/dead-tomorrow-9780330456777_193994"",""exist"":true,""applied"":false}]","[""Credit Card"", ""Debit Card"", ""Net Banking"", ""Payment Protection Insurance"", ""EMI""]",38328021,209,"{""specifications""=>{""binding""=>""Paperback"", ""languages""=>""English"", ""publication_year""=>""2009"", ""publisher_name""=>""Quadrille Publishing""}}",Bestseller Books,30d4b9d76e4a33ba00946818054a754b,https://paytm.com/shop/p/dead-tomorrow-9780330456777_46338,500
63,Random House,Books | Literature & Fiction | Romance | Slightly Sinful,IN,"{""Description""=>{""Brand""=>""Random House"", ""Product Code""=>""9780440236603_44120"", ""ISBN-13""=>""9780440236603"", ""ISBN-10""=>""440236606"", ""Authored By""=>""Mary Balogh"", ""Publication Year""=>""2004"", ""Imprint""=>""Dell Books"", ""Binding""=>""Others"", ""Languages""=>""English""}, ""Shipping Details""=>{""Estimated Arrival""=>""23 - 26 days"", ""Return Policy""=>""Seller will accept returns within  7 days from date of delivery of the item only in the case of damaged, defective or wrong products received. Order once placed , will not be cancelled.""}}",14%%,https://catalog.paytm.com,"",https://assetscdn.paytm.com/images/catalog/product/9/97/9780440236603_44120/0x1920/70/0.jpg,2016-05-18 08:01:18 +0000,462,4244,Slightly Sinful,"","[""Credit Card"", ""Debit Card"", ""Net Banking"", ""Payment Protection Insurance"", ""EMI""]",13559077,399,"{""specifications""=>{""binding""=>""Others"", ""languages""=>""English"", ""publication_year""=>""2004"", ""publisher_name""=>""Random House""}}",Bestseller Books,bc874443b74eed1e8291c2d90515738c,https://paytm.com/shop/p/slightly-sinful-9780440236603_44120,500
75,Griffin,Books | Literature & Fiction | Social Issues | Hunted,IN,"{""Description""=>{""Brand""=>""Griffin"", ""Product Code""=>""9780312577995_44120"", ""ISBN-13""=>""9780312577995"", ""ISBN-10""=>""312577990"", ""Authored By""=>""Cast, Kristin Cast, P C Cast"", ""Language""=>""English"", ""Publication Year""=>""2010"", ""Publisher Name""=>""Griffin"", ""No. Of Pages""=>""323"", ""Weight""=>""295 gm"", ""Binding""=>""Paperback"", ""Languages""=>""English""}, ""Shipping Details""=>{""Estimated Arrival""=>""23 - 26 days"", ""Return Policy""=>""Seller will accept returns within  7 days from date of delivery of the item only in the case of damaged, defective or wrong products received. Order once placed , will not be cancelled.""}}",14%%,https://catalog.paytm.com,"",https://assetscdn.paytm.com/images/catalog/product/9/97/9780312577995_44120/0x1920/70/0.jpg,2016-05-18 08:01:18 +0000,554,3140,Hunted,"","[""Credit Card"", ""Debit Card"", ""Net Banking"", ""Payment Protection Insurance"", ""EMI""]",13573618,479,"{""specifications""=>{""binding""=>""Paperback"", ""languages""=>""English"", ""publication_year""=>""2010"", ""publisher_name""=>""Griffin""}}",Bestseller Books,59c2a92d21d9811e3c86d4e5001d3e17,https://paytm.com/shop/p/hunted-9780312577995_44120,500
126,St Martin'S Press C/O Melia,Books | Literature & Fiction | Literature | Alone In The Crowd,IN,"{""Description""=>{""Brand""=>""St Martin'S Press C/O Melia"", ""Product Code""=>""9780312429881_44120"", ""ISBN-13""=>""9780312429881"", ""ISBN-10""=>""312429819"", ""Authored By""=>""Moby Principe Crisell White"", ""Language""=>""English"", ""Publication Year""=>""2010"", ""Publisher Name""=>""St Martin'S Press C/O Melia"", ""No. Of Pages""=>""225"", ""Binding""=>""Paperback"", ""Languages""=>""English""}, ""Shipping Details""=>{""Estimated Arrival""=>""23 - 26 days"", ""Return Policy""=>""Seller will accept returns within  7 days from date of delivery of the item only in the case of damaged, defective or wrong products received. Order once placed , will not be cancelled.""}}",14%%,https://catalog.paytm.com,"",https://assetscdn.paytm.com/images/catalog/product/9/97/9780312429881_44120/0x1920/70/0.jpg,2016-05-18 08:01:18 +0000,925,8703,Alone In The Crowd,"","[""Credit Card"", ""Debit Card"", ""Net Banking"", ""Payment Protection Insurance"", ""EMI""]",13572247,799,"{""specifications""=>{""binding""=>""Paperback"", ""languages""=>""English"", ""publication_year""=>""2010"", ""publisher_name""=>""St Martin'S Press C/O Melia""}}",Bestseller Books,9dd48a540b97d24b3270bf9be939335b,https://paytm.com/shop/p/alone-in-the-crowd-9780312429881_44120,500
114,Arsenal Pulp Press,Books | Literature & Fiction | Others | Hot and Bothered 3: Short Short Fiction on Lesbian Desire: v. 3,IN,"{""Description""=>{""Brand""=>""Arsenal Pulp Press"", ""Product Code""=>""9781551521022_44120"", ""Publisher""=>""Arsenal Pulp Press"", ""Publication Year""=>""2001"", ""Number Of Pages""=>""240"", ""ISBN-10""=>""1551521024"", ""Binding""=>""Paperback"", ""Languages""=>""English"", ""ISBN 13""=>""9781551521022""}, ""Shipping Details""=>{""Estimated Arrival""=>""23 - 26 days"", ""Return Policy""=>""Seller will accept returns within  7 days from date of delivery of the item only in the case of damaged, defective or wrong products received. Order once placed , will not be cancelled.""}}",14%%,https://catalog.paytm.com,"",https://assetscdn.paytm.com/images/catalog/product/9/97/9781551521022_44120/0x1920/70/0.jpg,2016-05-18 08:01:18 +0000,831,9662,Hot and Bothered 3: Short Short Fiction on Lesbian Desire: v. 3,"[{""name"":""Infinite books"",""id"":20043,""offer_text"":null,""offer_price"":986,""totalScore"":-986,""product_id"":1102271,""url"":""https://catalog.paytm.com/v1/p/hot-and-bothered-3-short-short-fiction-on-lesbian-desire-v-3-BACC_BOOKS_9781551521022_20043"",""seourl"":""https://catalog.paytm.com/v1/p/hot-and-bothered-3-short-short-fiction-on-lesbian-desire-v-3-BACC_BOOKS_9781551521022_20043"",""exist"":true,""applied"":false}]","[""Credit Card"", ""Debit Card"", ""Net Banking"", ""Payment Protection Insurance"", ""EMI""]",10040286,717,"{""specifications""=>{""binding""=>""Paperback"", ""languages""=>""English"", ""publication_year""=>""2001"", ""isbn_13""=>""9781551521022"", ""publisher_name""=>""CRC Press""}}",Bestseller Books,0a9b96b06b57cea803b0758602dfec78,https://paytm.com/shop/p/hot-and-bothered-3-short-short-fiction-on-lesbian-desire-v-3-9781551521022_44120,500
